id,type,is_sar
d08ec6e7,1,0
1e9a990e,1,1
aed79828,1,0
d5cc02d2,0,0
1879d457,0,0
b070a6bb,1,0
2f684acc,1,0
a92d820b,0,0
ef4fcd60,0,0
ed76683a,0,0
302d0bd5,0,0
77541ef9,0,0
41af8927,0,0
2898746a,0,0
701df3d9,1,0
3a770a8f,0,0
4d16a143,1,0
580d3d32,1,0
699bc59f,1,0
acca23d7,0,0
9adc0252,1,0
969d6e8e,0,0
adf01fc6,1,0
78fd2e68,0,1
c4a12a4b,0,0
1e6c6117,1,0
a9d29494,1,0
ac23471c,1,0
8a951a6d,0,0
0982ec32,0,0
8686f4e5,1,0
65b8a85f,1,1
1a1c5d10,0,0
02dcd75a,1,0
00a9c824,0,0
bf5ea38d,0,0
b47fbb8f,1,0
548a3777,0,0
83d2bee8,1,0
ed16e862,0,0
ba2e3071,0,0
1a458659,0,0
1f796137,0,0
ed5a73b5,0,0
a8f7a1a8,1,0
077e05ad,1,0
7d909b8c,1,0
816c4af9,1,0
0bfd0e8c,1,0
362f441c,1,0
c73da462,0,0
8c8bb6bb,1,0
8bf8144e,0,0
d9db885b,1,0
3c88ae46,1,0
b4753c3a,0,0
b73f4064,0,0
0cdf2a86,0,0
984e310d,1,0
9cb904a2,1,0
7796eca6,1,0
6e450ada,0,0
616d4505,0,0
8f557427,1,0
84509f5d,0,0
e4218c74,1,0
717ff93d,1,0
50c6f062,1,1
85a78c9c,1,0
396e2618,0,1
680cafa1,0,0
7174e2c2,0,0
dc7070f5,0,0
f2002bca,0,0
6de3aa7f,1,0
9b95389e,0,0
20787251,1,0
6360de34,1,0
143dfb44,1,0
8dfc3a73,1,0
34bb4e10,1,0
c92ef27e,1,0
b490654e,1,0
7a084dbf,0,0
48bc1a62,0,0
84ec50b3,0,0
df9f5c20,0,0
9c728b2a,1,0
f512559c,0,0
5bdb1ca9,0,0
15ba879c,1,0
72a0101d,0,0
8b3ed9e0,0,0
ee34ca6d,1,0
aa450205,0,0
e97bff01,1,0
1cdb9618,1,0
43e1ce2b,1,0
56326aa9,0,0
7d53e8df,1,0
f8157f8a,1,1
368c39f2,1,0
9f60094e,1,0
26eafd44,0,0
092dc6fa,1,0
781b38ab,0,0
5f949b90,1,0
253fc42a,1,0
2eeddbc1,1,0
a79b6826,1,1
2ae05116,1,0
8059fbc4,1,0
7a69abf7,0,0
8bb1d4ea,1,0
eeb0e999,1,0
97bc031b,1,0
7d4838c9,1,0
f735163f,1,0
98d355e5,1,0
cce532da,0,0
a7258f43,0,0
122e496a,1,0
088d3fc7,0,0
936ba122,0,0
b7fb09bb,0,0
d7c15da7,1,0
01278240,1,0
57f742c6,1,0
73212dd4,0,0
162e358a,0,0
c0e0d8cb,0,0
c02890a6,0,0
124c043b,0,0
22e8825a,1,0
aeb4d86f,1,0
c2442c82,0,0
5656fcc9,0,0
f7e25630,1,1
94fb398c,1,0
b66d5cf9,1,0
7075417e,1,0
fb73ac14,0,0
f30f26a2,1,1
d1d80e9b,0,0
5a3ff34e,0,0
ca20aee5,0,0
81057ef7,0,1
63c0e542,0,0
cf2d34d0,1,0
fda12b7b,1,0
9701df9f,1,0
16b057a7,1,0
22701932,1,0
35826b94,0,0
54468db0,1,0
45e23108,1,0
e02c280a,1,0
e1565b1b,0,0
e57d4dc2,1,0
362843de,1,0
acf1b698,1,0
4a1f95cf,0,0
7ddf0645,1,0
5e58c1f2,1,0
e3a2d7db,1,0
4931f289,1,0
4c56d77b,1,0
1bc46bdd,1,1
3554bdd3,0,0
ff122826,1,0
d5c32e28,0,1
6133a387,0,1
a14d1642,0,0
60a06901,0,0
80c9b54f,1,0
9aef2e25,0,0
b301c422,0,0
62bf7766,1,1
3210e695,0,0
b040137a,0,0
cbba1409,0,0
c4bb6380,0,0
99090b14,1,1
0c559ad4,1,0
9f554d4e,1,0
e4460d55,1,0
9ef0f82e,1,0
d29c045d,0,0
e3054c34,0,0
8eb5cb33,0,0
8cc5ca25,1,0
e0ec868e,1,0
2c831228,1,0
f73de8a3,0,0
6c03905b,0,0
9de3b1c0,0,0
0ea0d658,0,0
d87199db,1,0
f28ed3e0,0,0
f2749ddc,1,0
f524f31f,0,0
c55c14ef,0,0
af5069d4,0,0
b24ac9c3,1,0
182e09db,0,0
31895aba,1,0
f9d2bd73,1,0
f8ab5216,1,0
4ad53acb,0,0
5ee123bb,0,0
d220d966,1,0
e859ef07,0,0
554d964d,0,1
92ce630a,1,0
59b6abf3,0,0
aa891da9,0,0
8d41d6dc,1,0
0d3c783c,1,0
81aac7e1,1,0
4308d82e,0,0
f58c3d52,1,0
15495c6e,1,0
49298fc4,0,0
09b39670,0,0
70dc89c7,0,0
600b833a,0,0
b84614ba,1,0
1a404af4,1,0
a84191f5,0,0
d7694881,0,0
cf2e31ef,1,0
045e0301,1,0
c28bf2a3,1,0
290c4255,0,0
6f9be611,0,0
23c85598,1,0
e73a0b64,1,0
73bff4c8,1,0
17d78b17,1,0
0dab6859,0,1
a9c47296,1,0
a02a0c24,0,0
5c1833f0,0,0
b9dc0dd9,0,0
fa6f179f,1,0
f1f4d5f7,0,0
0dbb5ce3,0,0
213f36cc,1,0
a58ae551,1,0
47404a83,0,0
93e9c6e7,1,0
65465cac,1,0
44130f6f,0,0
696c3f06,0,0
eab84f54,0,0
bfa51660,0,0
9145ae1d,1,0
033563da,0,0
1f86b049,1,0
c1bc8b72,1,0
e976468d,1,0
2cd6560d,0,0
4aaafbdd,1,0
184ee499,0,0
5608b7ed,0,1
87060b21,1,0
0638a302,0,0
acac425f,1,0
c7bcbb39,1,0
b64a32f8,1,0
aad0db4b,1,0
d6a79a46,0,0
5eb7f30d,0,0
7669f44a,1,0
5d3b6537,1,0
c206cd42,0,0
54582875,0,0
931ab287,0,0
55e17f13,0,0
e5482f0f,1,0
f83e464e,1,1
44bc8d8b,0,0
47a4f6e2,1,0
1581ef75,0,0
92638212,0,1
d55d9a69,0,0
9714aa6b,1,0
7c29aba1,1,1
fcb34f24,1,0
9f3f14a1,0,0
4215a588,0,0
61c4127d,0,0
6008bab6,0,0
6775ef72,1,0
00ea8a75,0,0
7c4f9e32,0,0
5fb8c8d2,1,0
28446813,0,0
758048ef,0,0
93f6d2ab,1,0
23e5497a,1,0
ef9a71a9,0,0
fc2d86ba,1,0
d400ff85,0,0
502d1d89,1,0
6a61e612,0,1
42b5550e,1,0
09e15b19,0,0
d38a5f74,0,0
23167ddc,0,0
72555c71,0,1
1e12133b,1,0
f015a642,1,0
a2bd8bf6,1,0
d28773c4,1,0
78e461b7,0,0
75e56975,1,0
98da52a5,0,0
f14489d3,0,0
739d43dc,0,0
ec8a3c86,0,0
6014a73c,1,0
37a7e4a9,0,0
87975006,1,0
310dde61,0,0
d387cce3,0,0
630bb175,1,0
3832d2ab,1,0
0ddd50e2,1,0
a2ff8bb8,1,0
731c7026,1,0
89d3d623,0,0
09ced65e,1,0
66104b94,1,0
7e602609,0,0
552d4e06,0,0
e7e4e57d,1,0
e4b9a3ec,1,0
64e50614,1,0
1a1d1fc0,0,0
cbd26443,1,0
be28106f,1,0
791140e4,0,0
2041926f,0,0
f7ae160d,0,0
bb07139a,0,0
9ed81e75,0,0
ccaa596f,1,1
970974e2,1,0
9ef3b707,0,1
6e5f53cb,0,0
b8522e65,0,0
c6fb5991,0,0
1ba97005,1,0
cc8e3c84,1,0
1c9bfb6f,0,0
92f9ed8d,1,1
b4c0cbce,0,0
66e86b1e,1,0
e5cd7b59,1,1
df5574df,0,0
007f2674,0,1
3decb3de,1,0
45941059,0,0
6fe678c0,0,0
583d34dc,0,0
39d34dcf,0,0
59ca7cdf,1,0
fb064dc5,1,0
4692feb1,1,0
8e927c71,1,0
ee9d79a4,0,0
54b79e80,0,0
42127ae7,0,0
f57e235a,1,0
83267602,1,0
eaacea97,1,0
a66178ad,0,0
934eef41,0,0
0fff75b6,0,0
9c9e97cd,1,0
fb18bff8,1,0
595e3e9a,0,0
582d110f,0,0
e668d3bf,0,0
cc0fff20,0,0
228e06af,1,0
4fe1f2c0,1,0
b79dd0f6,1,0
6b048ce1,0,0
de8225eb,0,0
d5c4f6af,1,0
94662093,1,0
c19ef1d0,1,0
044744be,1,1
a07f9618,0,0
32f714c1,0,1
1d6c1994,1,0
50d01708,0,0
d6519f5e,0,0
e5c81574,0,0
e1e09787,0,0
93995824,0,0
716cd7a2,0,0
54b86b9f,1,0
ea20f3ea,1,0
49540c9d,1,0
7ffcf04c,1,0
13b75f79,0,1
1d6660ca,0,1
d123210f,1,0
9331f348,0,0
1f324417,1,0
3c711f89,1,0
0610c7d3,0,0
f7962df0,0,0
c865dae4,1,0
819d802b,1,0
6c407762,1,0
989a3b42,0,0
93752b75,0,0
a0bd0896,0,0
8a9ac3b6,1,1
421fec5c,0,0
3dc5d1e5,1,0
62e22274,0,0
aa047b34,0,0
52b952e3,0,1
3515cd19,0,0
462568a4,0,1
42e550d6,0,0
45aaa791,1,0
cce822aa,1,1
b588b2bd,0,0
a3551ae5,1,0
f7a1605f,0,0
1cd16f01,1,1
83933631,1,0
f9f67788,1,0
79df15cf,0,0
811b0687,0,0
90950ee9,1,0
5b88bc8c,0,0
07abe014,1,0
4f58125d,1,0
75e01385,0,0
aac9ab20,0,0
478a3fc6,1,0
1d5d12dd,0,0
62095a81,1,0
28a188ba,0,0
0a1a34e3,1,0
f360fe4f,0,0
c36e4a52,1,0
ad030fbb,0,0
3d9af76a,1,0
c0c97fb6,1,0
c02b874f,1,0
ebf08bb3,0,0
d45486a1,1,0
c2b04bf6,0,0
d6a47d87,1,1
cf20b68a,0,0
e40a1a4f,1,1
a6b7c319,1,0
b345f857,1,0
a78c0209,0,0
2a748703,1,0
0ae3184a,1,0
4bde2e75,1,0
ed5ce3f4,0,0
00a7785e,0,1
efb12dc0,0,0
e6582b1f,1,0
8741c70e,1,0
34bba115,0,0
a4280e2f,1,0
a5cc7dcf,0,0
9ad5bb7e,0,0
bfc9e0f8,0,0
26ccc1a7,0,0
20e84756,1,0
9deb782c,0,0
9af3d1e4,0,0
649afcb1,0,0
a1115caf,0,0
732b0747,0,0
1c4b8aca,1,0
db7d1f06,1,0
914697e8,1,0
06c4b215,1,0
3836e020,1,0
51251d49,1,0
3a286126,1,0
70e6c7b6,1,0
352cd09a,0,0
1f77e7b6,1,0
b0d578c7,1,0
9ed061ec,1,1
c8557265,0,0
e9aa6b65,0,0
30408142,1,1
056afa41,0,0
cc87e475,0,1
fd3df0f2,1,0
b9522483,0,0
673faffa,1,0
c66e3997,0,0
c743cbf2,1,0
69d6bf96,1,0
4a592260,1,0
7dd2a894,1,0
f228023a,0,0
7e620b27,1,0
7751df13,1,0
01831a17,0,0
019682c4,1,0
e36dce5d,0,0
aacddb59,0,0
d7ebe19a,0,0
1f995b99,0,0
95c854d2,1,0
a5a91e22,0,0
1a1fa53b,1,0
838e93ad,1,0
ab090afe,0,0
115b7f68,1,0
c7157849,1,0
44fa2730,0,0
293c038c,1,0
fd77a141,0,0
d8825913,0,0
158b6ea0,0,0
4130dd96,0,0
e02bf1b6,1,0
a924eedf,1,0
0910a436,1,0
66508ace,0,0
8a31e3fd,1,1
b9d59023,0,0
4321a6a3,0,0
20e228b0,1,0
2efe9c5b,0,0
037af83c,1,0
fd43c5fe,0,0
a4601263,1,1
98eab506,0,0
b81b821e,1,0
198776f3,1,0
496ef97e,0,0
a8f5ce4b,0,1
ebe1a364,0,1
9b66e49c,1,0
1c0ac400,1,0
26fad476,1,0
8600f68f,1,0
5eafe749,0,0
db045bd4,1,0
9de51426,1,0
a2736583,0,0
95057929,0,0
90d7909b,0,0
8c936379,0,0
f28b1414,1,0
90c8c62c,0,0
ffc0c534,0,0
6e03acec,1,0
c1aa160c,0,0
4ba09470,0,0
03e09be4,0,0
ad8f706d,1,0
5c8be62c,0,0
7c28d058,1,0
49203bc3,1,0
89036d31,1,1
74192654,0,0
af502a0c,1,0
c0ece001,1,0
af70b547,1,0
6f59af69,1,0
9f14b72d,0,0
2a258d0e,0,0
490726c3,0,0
05c2d539,0,0
97edff06,1,0
cd2eb505,0,0
c42f8945,0,1
3d29e3d1,0,0
fb80f973,0,1
13c2341a,0,0
e48040d4,0,1
982b9c13,1,0
9e8ba9c4,1,1
d9bfdad9,0,0
6e8f2a4f,1,0
655b9f86,0,0
8f6da29f,1,0
bd3b6c59,0,0
1a2353b7,0,0
aa4c8ced,1,0
ed4daef2,0,0
5b83c126,1,0
27519027,1,0
34455ef1,1,0
f0fe4fe7,1,0
430f6037,0,0
6f3a1c86,0,0
e081a0e9,1,0
8d006e54,1,0
86c5dd3a,0,0
5033b863,1,0
49f734ff,1,0
4cd4a7c1,0,0
d763a221,1,0
0ba2b541,1,0
5a89d195,0,1
0d72784f,1,0
b25583b9,1,0
e990f208,0,0
5a786df0,1,0
c231c02a,1,0
28ff5809,0,0
23f37966,1,0
bce5d9c5,0,0
4ad54923,0,1
9a8d5db6,0,0
3233bb55,1,0
3ff52466,0,0
3b29b4e1,1,0
dae0f1b2,1,0
adb46b4c,0,0
8f3a61a8,1,0
9a693b7e,0,0
ef65785d,0,0
ab6f587d,0,0
a2ab6f34,0,0
2069e853,1,0
3119f864,1,0
d6176b97,1,0
e3cde647,0,1
38495990,0,0
52d5be10,0,0
355840e0,0,0
39be1ea2,1,0
13e2b076,1,0
62f7f6f9,1,0
c518952e,1,0
a3520fc6,0,0
716a0657,0,0
99da1717,1,0
c33bfadd,1,0
3b508e98,0,0
ae48e9af,0,0
dfee3a58,0,0
572fb6f0,1,0
a8c97976,0,0
de1d3178,1,0
30520635,0,1
0fcefa7a,0,0
233e518e,1,0
1c007904,1,0
4de55409,1,0
7c565d9d,0,0
679c2975,1,0
8da2b1d7,1,0
534b0ccd,1,0
5f5c8f3d,1,0
6ed38dc2,0,0
07d4d107,1,0
caf2ff53,0,0
d50fd2af,1,0
ce21d8da,1,0
5fd33bf4,1,0
b1d8e4c2,0,1
d4a816e9,1,0
7c5f375e,1,0
da67aac5,1,0
5f60914d,1,0
384208e4,0,0
f9ea7fb0,1,0
fa9657cd,1,1
ba823019,0,0
3769e458,1,0
836f5645,1,1
744034a9,1,0
72285631,0,0
2f848469,0,0
31026afd,1,0
9f42f958,0,1
f82482e7,1,0
1258398e,0,0
fbaaad38,0,0
225ce46e,0,0
81a85c3d,0,0
55655407,0,0
21dda64f,0,0
6e68dba2,0,0
91b2e802,1,0
8b5ec4a5,0,0
6a00d88e,0,0
a9417144,1,0
49d7dc48,0,0
f74043e3,0,0
b91da37d,1,0
92e67c8e,1,0
634ecbff,1,0
70d875c4,1,0
13338fb2,0,0
f50e559a,0,1
b2229f0e,1,0
10415157,1,0
1d0b04a8,0,0
be9b672e,1,0
85358d85,0,0
b4afc535,1,1
7e665a77,0,0
9cbc9b0e,0,0
0533045e,1,0
5d4c0773,1,0
c8025e97,1,0
99289ef1,1,0
4f79a31e,0,1
e30d3208,1,0
70d8d079,0,0
0f63d1bc,1,0
e5a8d91d,1,0
1827c69d,1,0
37458af3,1,0
e72559d2,1,0
2d609eb2,0,0
79cbeb58,0,0
d610dc94,1,0
85da8505,0,0
9ccdd6df,1,0
8481f33b,1,0
a8d3b0a2,0,0
8113d742,0,0
83f49951,1,0
bcc2e4ac,1,0
2da96a23,1,0
8793602b,1,0
5fa588d3,0,0
b36fca7b,0,0
5251d50b,0,0
1fc7979d,1,1
ec58cfe4,0,0
a7e3b280,0,1
fc0cfae4,0,0
0e52369c,0,0
e9725dc8,1,0
858a79e4,0,0
412afaef,0,1
101c8a90,0,1
48f00ace,0,0
5cc523c5,1,0
40f53ee1,0,0
43d80e32,1,0
b1924f31,1,1
044fa85a,1,0
d1d717b8,0,1
72c1428f,1,0
23a66f5a,1,0
0d783d37,1,0
8a1b8228,0,0
bd9432f5,0,0
2170dbe5,0,0
dc5e23bc,1,0
7a075dfd,1,0
062521ad,1,0
e5e48e1c,0,0
64b4d09c,0,0
f713f6e9,1,0
46bfb92d,0,0
a30cc006,1,0
19117c98,1,0
9d7a5a80,0,0
d66dd0ee,0,0
386e89d8,0,0
8ed3d21f,0,0
bdf4f899,1,0
18033389,0,0
8806bd51,1,0
2c0cb41e,0,0
7edd31e0,0,0
70103acc,1,0
fbc5f630,1,0
e8490515,0,0
433b5c98,1,0
5a36c0a6,1,0
98035c37,0,1
175456ef,1,0
f0688709,1,0
f287e32c,0,1
20f0642f,0,0
f625ec1d,1,0
1fbb2f26,0,0
22f972e1,1,0
bc078f5f,0,0
57e5078e,1,0
e7626295,1,1
c01dab9b,1,0
50f11a5e,0,0
4432cfa3,0,0
7bcc615a,1,0
c7d069cc,0,1
36762e8c,1,0
f1a720ac,0,0
c8cb947e,1,1
ae59cd7e,1,0
c49b12da,1,1
365a8b62,1,0
ae3c89c9,0,0
95fb9a83,1,0
e73db84a,0,0
0bd95838,0,0
d3787021,0,0
c8208790,0,0
938ec8f4,0,0
c66425f4,1,0
47487bfa,0,0
018a16f2,1,0
3c0d93d0,1,0
55f522d0,1,0
d285078a,0,0
d84c5f84,1,0
e343f789,1,0
4f1c391c,1,0
3a6e6d81,1,0
c3e0ea7a,1,0
3afa8c86,0,0
05c5c331,0,0
fac68a3b,1,1
cef6c991,1,1
528b9346,0,0
3af7b6dc,0,0
f24d2ae1,1,0
d8ee9c28,0,0
1b0eb3b8,1,0
1bb685cc,1,0
6bcd0334,1,0
ab679dfe,1,0
23552d88,0,0
aaa4dd6f,0,0
db340950,1,0
a6f8f78e,0,0
9cf40394,0,0
01d05237,1,0
deb417bb,1,0
6be71379,0,0
0b8cd59d,1,0
3349978d,0,0
e316f0bb,0,0
a0e96cf3,1,0
c2683650,0,0
6bc07aeb,0,0
ff3b05c4,0,0
c27ff7e7,0,0
89023627,1,0
2df77a92,0,0
1ca5e28d,0,0
ee1e9694,1,0
2729479b,0,0
0d5baa60,0,1
e5f49719,1,0
135e5c6a,1,0
9b8b99de,1,0
bf51862d,1,1
b2bfd6c9,0,0
9f53f7c4,0,0
8039ec98,1,0
1d1fb70f,1,0
a9196da7,1,1
d0ba8246,1,1
05fd20e1,1,0
67e2fd85,0,0
711046cd,1,0
ea40ab64,1,0
ffc145fd,1,0
2bfe990e,0,0
20430a4d,0,0
eedc46bd,1,0
4c6e4054,1,0
6c549871,1,0
ed23d58e,1,0
34f005a9,1,0
28ecc204,1,0
8c82073a,1,0
ec46fa40,0,0
70314bcb,1,0
bfe52ab4,0,0
b174129d,1,0
db62ddf9,0,1
b614b115,0,0
e2e0d938,0,0
dfd97cbc,0,0
c2255dbf,0,1
988bfa87,1,0
96e6a005,1,1
a800d9d2,0,0
d8120cd1,1,0
882aa9a9,0,0
cee9cf6d,1,0
d274b49e,1,0
7f624f85,1,1
89eed99c,1,1
052f2299,1,0
5bbad483,0,0
92e6917a,0,0
4976ddd7,0,1
479ac0ae,1,0
5b1f87f6,1,0
8ffa45b8,0,0
d7d3e50a,1,0
c3699eca,0,0
d2fa72bf,1,0
221d1d9b,1,0
9a79061e,1,0
c4f76749,1,0
70013917,0,0
eabf8174,0,0
79c248ae,0,0
f06b29da,1,0
0e3bdf3e,1,0
57dd0856,0,0
8cecab52,0,0
3cb73aa7,1,0
380617b9,1,0
e44df907,1,0
7f367310,0,0
bf53d604,1,0
39ca050c,1,0
cddd664d,1,1
8364811f,1,1
acd4de98,0,0
9bb3d59d,0,0
a21f58fb,0,0
20c34cbe,1,0
4344d71f,0,0
609ea2cb,0,0
ecfd760d,1,1
a2371be3,0,0
a2378ea4,1,0
e81d5cc7,0,1
3bfb8f36,1,0
0a60f042,0,0
fd79d32a,0,0
3bddddc2,0,0
f6136439,1,0
0e8cd8d7,0,0
fac5de7d,0,0
ec220400,0,0
a5aed1a4,1,0
fcfb989d,1,0
b8c640ee,0,0
8d5ac3c7,0,0
a7a6d2ff,0,0
e2d5ca9c,0,0
445644a5,1,0
3c80d5e8,1,0
b2efe3c6,0,1
67a5d130,0,1
d79118e0,0,0
95eb3548,0,1
62005d9c,0,1
52611106,1,0
da745350,0,0
951ec41b,0,0
d44a5b84,1,0
d200a9ed,1,0
3d1b7b02,0,0
200e6896,0,0
bdbf8971,1,1
c165ee08,1,0
fc4f1f0d,0,0
6ddb3c14,0,0
f69b8a64,1,0
a1e19a4e,1,0
eefa2ecf,0,0
f6a59864,1,0
fdefb54e,0,0
9aca390e,0,0
0f89f9d2,0,0
ca8b3263,0,0
71f58492,0,0
f0accc6b,1,0
e884605b,1,0
e57c5537,1,0
dfab655e,0,0
467ac76e,0,0
155ed100,1,0
8a9eb0d7,0,0
2c34ce04,0,1
13b4c362,1,0
1090fca1,1,0
a9f9dfa3,1,0
088e5c63,0,0
cb008965,1,0
32c75683,1,0
51eeae7e,1,0
d9e53695,0,0
8eea04a2,1,0
40c407ab,1,0
360e5a68,1,0
b8e52e1e,1,0
da557bf1,0,0
d8c994dd,0,0
6f5ac3c2,0,0
323e5bf7,1,0
3a1895d1,0,0
c1acb4da,1,0
462246fd,1,0
699b4e07,1,0
50771fa9,1,0
22d67ed7,1,0
6aa8720f,1,0
079ccec2,0,0
31a393e8,0,0
72a3835f,0,0
1f921af3,0,0
31d27365,0,0
28d722e6,1,0
daed114b,0,0
9bc91555,0,0
b15f1319,0,0
da1a5265,1,0
68edeb5e,0,0
aaea49f5,0,0
13a4a616,0,1
d18c79d0,0,0
00cb229b,0,1
9ddbc937,0,0
b9a8c266,0,1
cbf87679,0,0
7afc4353,0,1
c8778cf1,1,0
6f195a84,1,0
0659d359,1,0
6b1ee4fc,0,0
d3bb1a72,0,0
30867aa3,1,0
e364f1f1,1,0
1519018a,0,1
bf768e28,0,0
66a5a0c1,0,1
3048d56e,0,0
413b9288,1,0
f56029c8,1,0
cf551bd9,1,0
8825079d,1,0
23e37162,0,0
a2f25d37,1,0
31544b3e,1,0
ae71811b,0,0
200e978e,1,1
94db1284,1,0
ccf18767,1,0
eef1c706,0,1
5f117d9c,0,0
edc72348,1,0
0c20e6b5,0,0
e84c3be2,0,1
ea715674,0,1
df5e157e,1,0
c973f47b,0,0
89310995,1,0
f223bd6e,0,0
bbc6578e,1,0
685b1b65,0,0
0f805d56,1,1
281288e1,1,0
38678f2b,0,0
d4d7e1b4,1,0
2c376020,1,1
bfe5c4af,1,0
aec5f3ae,0,1
1ef34cf9,0,0
4f5cf627,1,0
2bb52f71,0,0
2c6fd876,0,0
4a348ed8,1,0
58e97ce6,0,0
2b38602e,1,0
cf4db7df,0,0
598c9917,1,0
35104370,0,0
f2205162,0,0
2500d595,1,0
6e73d4d5,1,0
bde5477b,1,0
c35ff3b8,0,0
f0aa7275,1,0
bdf1ec84,1,0
b9dacd45,1,0
790bbd22,1,0
de1a6a64,0,0
5025a550,1,0
91ac90a4,0,1
83d469a5,1,0
524dbdc2,1,1
87e8117a,0,0
e422d466,0,1
d7434a6d,0,1
f6040ca2,1,1
e5612f39,1,0
381cd38f,1,0
00e14860,0,0
5103d921,0,0
b37bdb39,0,0
7022d988,1,1
0e6fe651,1,1
3da868c3,1,0
c7fbb0e2,1,0
6be09920,1,0
aa0e4516,0,0
0b0800af,1,0
8524fac5,0,0
56c04451,0,0
2b59dfdf,1,0
74cda7c6,0,0
7840a7e7,0,0
88bbc594,1,0
28e61524,1,0
9f151262,1,0
9a5b25b9,1,0
1408bab5,0,0
2fefc652,1,0
ac5ebdaf,0,0
baa2ebec,0,1
6ce56c29,1,0
c58d3766,1,0
f416a140,0,0
db54ea2d,1,1
9816d2f5,0,0
7bed2d0d,0,0
a9333007,0,0
660a3470,0,0
06dc5818,0,0
11e254a3,0,0
b312fbea,0,1
4981fa4b,0,0
0c1e3930,0,0
e301226c,1,0
9ad03022,1,0
391daf73,1,0
f12601fb,1,0
7ea1c234,0,0
9adc6316,1,0
482d2fa1,1,0
88886776,1,0
8f445669,1,0
d98f5095,0,0
37e0f60f,1,0
de99134b,0,0
0bb2953d,1,0
a242f63d,0,0
d994e154,1,0
9022c34b,0,0
e415892f,1,0
59fd0726,1,0
6b9d6adf,0,0
c50dc907,1,0
00298665,1,0
a3f44b55,1,0
16fcc326,0,1
3abf4be6,0,1
1e1c8795,1,0
b0103679,0,0
a448dd53,0,0
d0b2eceb,0,0
32111b0d,1,0
0541d548,1,1
83a53b57,0,0
d248e48b,1,0
7dc11418,0,0
94f8a007,1,0
fc1a96c9,1,0
8fadcad3,0,0
61945301,0,0
57b59a0d,1,1
f38a77ea,0,0
edca80a4,0,0
851a7a97,0,0
48781788,1,0
b9d2cb09,1,0
50f53e4f,0,0
12b6893d,0,0
71772a98,1,0
6cc9d9ee,0,0
2a09bf6b,0,0
56c02f14,1,0
0709ce30,1,0
4589a5ab,1,0
4fe59286,1,0
20639991,0,0
ca8a5cfa,0,0
1157a7a5,1,0
0d617aa6,0,0
b3bfb94b,0,0
8b11c6c4,1,0
468f82a6,1,0
73e274e6,1,0
e96298b6,1,0
c90a9771,0,0
5cea8f11,1,1
169c018d,0,0
34343c87,1,0
c336b8a2,0,0
1497b16a,1,0
c7ffa57b,0,0
fc287079,0,0
4112bdc7,1,0
0ce1928b,0,0
0468d2c7,0,0
dabbbe06,1,0
7fdfc027,0,0
9a57d532,1,0
7e3a41ca,1,0
7fcae2be,0,0
6cf142e6,0,0
44dace15,0,1
3c212765,0,0
72d1b46f,1,0
1b7f7386,0,0
3851f0d4,1,0
466c9dc9,1,0
d001312b,1,0
00575ac9,0,0
6f6752be,0,0
3826a531,0,0
1c54a958,0,0
a8280a4d,0,0
8fb964ac,1,0
902154d0,0,0
34a3c726,0,1
20cff22d,0,0
157ee6f9,0,0
9361a005,1,0
65c7b5a1,1,1
3bc3a4a2,0,0
062a6c7b,0,1
71c62bbb,0,0
a8712c78,0,0
46c9d9d9,1,0
a227c0cd,0,0
feafdf80,1,0
cfbe1556,1,0
5c5b57ef,1,0
4e40da2a,1,0
5280270b,1,0
eb6389bf,1,0
6aefce54,0,0
03af3a03,1,0
ccaa0905,1,0
8eb46f2e,0,0
b0b014d9,1,0
c74fd266,1,0
11c83b83,0,0
cb6a7c9f,1,0
1dcf7bb3,1,0
3ce5d343,1,0
23af949b,0,0
24fd6752,0,0
6e9418a6,0,0
80fba3a8,1,0
38585ef6,1,0
fda14111,1,0
47d44ead,0,0
aac725d2,0,0
b7e81dc8,1,0
ec282e77,0,0
52749ed7,1,0
34785412,0,0
94c23a14,1,0
5411dc34,1,0
c0c63c29,0,0
5a948ae4,0,0
f46f6a3e,1,0
344492a7,1,0
239dc12c,1,0
1f73326f,1,0
4864d8a7,0,0
3181c067,0,0
278e6327,0,0
9bc41669,1,0
c59e28aa,1,1
93594ed1,0,0
8b0a4b67,1,0
0d663502,1,0
4a4279e2,1,0
d43d5022,1,0
bdb374c5,0,0
0d189852,1,0
6883acad,0,0
ba4b2c55,1,0
92ee0aa3,0,0
5ac03cde,1,0
f80dc520,0,0
fea25e07,0,0
dd7b3fdb,0,0
f58eea3c,1,0
65cf8ad6,1,0
4a4cf720,0,0
84a0b5fb,1,0
305b0f9b,1,0
21dc0d0c,0,0
56198049,0,0
d2641727,1,0
bc31e1cf,1,0
a0210dbf,1,1
8795cd2a,0,0
fd34e957,0,0
4c3dea9b,0,0
2df920a4,1,0
04128f28,0,1
ed28f8ae,1,0
de00cff2,1,0
f2ea4016,1,0
05678440,1,0
4941515e,1,0
e6602e38,0,1
568d436e,1,0
a7c39db1,0,0
8c97cfbb,1,0
dc7a910c,1,0
5c0236e6,0,1
be92879c,1,0
113f21e1,1,1
96ce7292,0,0
a41740cc,0,0
c78916c4,0,0
cab35203,0,0
2bd2b088,1,0
7ebdf1af,0,0
979e97e9,1,0
18e5481c,0,0
ddfb9a64,0,0
d80509d9,0,0
9ac2c561,1,0
0b542184,0,0
ce0d90c5,0,0
