id,type
739d43dc,0
ec8a3c86,0
6014a73c,1
37a7e4a9,0
87975006,1
310dde61,0
d387cce3,0
630bb175,1
3832d2ab,1
0ddd50e2,1
a2ff8bb8,1
731c7026,1
89d3d623,0
09ced65e,1
66104b94,1
7e602609,0
552d4e06,0
e7e4e57d,1
e4b9a3ec,1
64e50614,1
1a1d1fc0,0
cbd26443,1
be28106f,1
791140e4,0
2041926f,0
f7ae160d,0
bb07139a,0
9ed81e75,0
ccaa596f,1
970974e2,1
9ef3b707,0
6e5f53cb,0
b8522e65,0
c6fb5991,0
1ba97005,1
cc8e3c84,1
1c9bfb6f,0
92f9ed8d,1
b4c0cbce,0
66e86b1e,1
e5cd7b59,1
df5574df,0
007f2674,0
3decb3de,1
45941059,0
6fe678c0,0
583d34dc,0
39d34dcf,0
59ca7cdf,1
fb064dc5,1
4692feb1,1
8e927c71,1
ee9d79a4,0
54b79e80,0
42127ae7,0
f57e235a,1
83267602,1
eaacea97,1
a66178ad,0
934eef41,0
0fff75b6,0
9c9e97cd,1
fb18bff8,1
595e3e9a,0
582d110f,0
e668d3bf,0
cc0fff20,0
228e06af,1
4fe1f2c0,1
b79dd0f6,1
6b048ce1,0
de8225eb,0
d5c4f6af,1
94662093,1
c19ef1d0,1
044744be,1
a07f9618,0
32f714c1,0
1d6c1994,1
50d01708,0
d6519f5e,0
e5c81574,0
e1e09787,0
93995824,0
716cd7a2,0
54b86b9f,1
ea20f3ea,1
49540c9d,1
7ffcf04c,1
13b75f79,0
1d6660ca,0
d123210f,1
9331f348,0
1f324417,1
3c711f89,1
0610c7d3,0
f7962df0,0
c865dae4,1
819d802b,1
6c407762,1
989a3b42,0
93752b75,0
a0bd0896,0
8a9ac3b6,1
421fec5c,0
3dc5d1e5,1
62e22274,0
aa047b34,0
52b952e3,0
3515cd19,0
462568a4,0
42e550d6,0
45aaa791,1
cce822aa,1
b588b2bd,0
a3551ae5,1
f7a1605f,0
1cd16f01,1
83933631,1
f9f67788,1
79df15cf,0
811b0687,0
90950ee9,1
5b88bc8c,0
07abe014,1
4f58125d,1
75e01385,0
aac9ab20,0
478a3fc6,1
1d5d12dd,0
62095a81,1
28a188ba,0
0a1a34e3,1
f360fe4f,0
c36e4a52,1
ad030fbb,0
3d9af76a,1
c0c97fb6,1
c02b874f,1
ebf08bb3,0
d45486a1,1
c2b04bf6,0
d6a47d87,1
cf20b68a,0
e40a1a4f,1
a6b7c319,1
b345f857,1
a78c0209,0
2a748703,1
0ae3184a,1
4bde2e75,1
ed5ce3f4,0
00a7785e,0
efb12dc0,0
e6582b1f,1
8741c70e,1
34bba115,0
a4280e2f,1
a5cc7dcf,0
9ad5bb7e,0
bfc9e0f8,0
26ccc1a7,0
20e84756,1
9deb782c,0
9af3d1e4,0
649afcb1,0
a1115caf,0
732b0747,0
1c4b8aca,1
db7d1f06,1
914697e8,1
06c4b215,1
3836e020,1
51251d49,1
3a286126,1
70e6c7b6,1
352cd09a,0
1f77e7b6,1
b0d578c7,1
9ed061ec,1
c8557265,0
e9aa6b65,0
30408142,1
056afa41,0
cc87e475,0
fd3df0f2,1
b9522483,0
673faffa,1
c66e3997,0
c743cbf2,1
69d6bf96,1
4a592260,1
7dd2a894,1
f228023a,0
7e620b27,1
7751df13,1
01831a17,0
019682c4,1
e36dce5d,0
aacddb59,0
d7ebe19a,0
1f995b99,0
95c854d2,1
a5a91e22,0
1a1fa53b,1
838e93ad,1
ab090afe,0
115b7f68,1
c7157849,1
44fa2730,0
293c038c,1
fd77a141,0
d8825913,0
158b6ea0,0
4130dd96,0
e02bf1b6,1
a924eedf,1
0910a436,1
66508ace,0
8a31e3fd,1
b9d59023,0
4321a6a3,0
20e228b0,1
2efe9c5b,0
037af83c,1
fd43c5fe,0
a4601263,1
98eab506,0
b81b821e,1
198776f3,1
496ef97e,0
a8f5ce4b,0
ebe1a364,0
9b66e49c,1
1c0ac400,1
26fad476,1
8600f68f,1
5eafe749,0
db045bd4,1
9de51426,1
a2736583,0
95057929,0
90d7909b,0
8c936379,0
f28b1414,1
90c8c62c,0
ffc0c534,0
6e03acec,1
c1aa160c,0
4ba09470,0
03e09be4,0
ad8f706d,1
5c8be62c,0
7c28d058,1
49203bc3,1
89036d31,1
74192654,0
af502a0c,1
c0ece001,1
af70b547,1
6f59af69,1
9f14b72d,0
2a258d0e,0
490726c3,0
05c2d539,0
97edff06,1
cd2eb505,0
c42f8945,0
3d29e3d1,0
fb80f973,0
13c2341a,0
e48040d4,0
982b9c13,1
9e8ba9c4,1
d9bfdad9,0
6e8f2a4f,1
655b9f86,0
8f6da29f,1
bd3b6c59,0
1a2353b7,0
aa4c8ced,1
ed4daef2,0
5b83c126,1
27519027,1
34455ef1,1
f0fe4fe7,1
430f6037,0
6f3a1c86,0
e081a0e9,1
8d006e54,1
86c5dd3a,0
5033b863,1
49f734ff,1
4cd4a7c1,0
d763a221,1
0ba2b541,1
5a89d195,0
0d72784f,1
b25583b9,1
e990f208,0
5a786df0,1
c231c02a,1
28ff5809,0
23f37966,1
bce5d9c5,0
4ad54923,0
9a8d5db6,0
3233bb55,1
3ff52466,0
3b29b4e1,1
dae0f1b2,1
adb46b4c,0
8f3a61a8,1
9a693b7e,0
ef65785d,0
ab6f587d,0
a2ab6f34,0
2069e853,1
3119f864,1
d6176b97,1
e3cde647,0
38495990,0
52d5be10,0
355840e0,0
39be1ea2,1
13e2b076,1
62f7f6f9,1
c518952e,1
a3520fc6,0
716a0657,0
99da1717,1
c33bfadd,1
3b508e98,0
ae48e9af,0
dfee3a58,0
572fb6f0,1
a8c97976,0
de1d3178,1
30520635,0
0fcefa7a,0
233e518e,1
1c007904,1
4de55409,1
7c565d9d,0
679c2975,1
8da2b1d7,1
534b0ccd,1
5f5c8f3d,1
6ed38dc2,0
07d4d107,1
caf2ff53,0
d50fd2af,1
ce21d8da,1
5fd33bf4,1
b1d8e4c2,0
d4a816e9,1
7c5f375e,1
da67aac5,1
5f60914d,1
384208e4,0
f9ea7fb0,1
fa9657cd,1
ba823019,0
3769e458,1
836f5645,1
744034a9,1
72285631,0
2f848469,0
31026afd,1
9f42f958,0
f82482e7,1
1258398e,0
fbaaad38,0
225ce46e,0
81a85c3d,0
55655407,0
21dda64f,0
6e68dba2,0
91b2e802,1
8b5ec4a5,0
6a00d88e,0
a9417144,1
49d7dc48,0
f74043e3,0
b91da37d,1
92e67c8e,1
634ecbff,1
70d875c4,1
13338fb2,0
f50e559a,0
b2229f0e,1
10415157,1
1d0b04a8,0
be9b672e,1
85358d85,0
b4afc535,1
7e665a77,0
9cbc9b0e,0
0533045e,1
5d4c0773,1
c8025e97,1
99289ef1,1
4f79a31e,0
e30d3208,1
70d8d079,0
0f63d1bc,1
e5a8d91d,1
1827c69d,1
37458af3,1
e72559d2,1
2d609eb2,0
79cbeb58,0
d610dc94,1
85da8505,0
9ccdd6df,1
8481f33b,1
a8d3b0a2,0
8113d742,0
83f49951,1
bcc2e4ac,1
2da96a23,1
8793602b,1
5fa588d3,0
b36fca7b,0
5251d50b,0
1fc7979d,1
ec58cfe4,0
a7e3b280,0
fc0cfae4,0
0e52369c,0
e9725dc8,1
858a79e4,0
412afaef,0
101c8a90,0
48f00ace,0
5cc523c5,1
40f53ee1,0
43d80e32,1
b1924f31,1
044fa85a,1
d1d717b8,0
72c1428f,1
23a66f5a,1
0d783d37,1
8a1b8228,0
bd9432f5,0
2170dbe5,0
dc5e23bc,1
7a075dfd,1
062521ad,1
e5e48e1c,0
64b4d09c,0
f713f6e9,1
46bfb92d,0
a30cc006,1
19117c98,1
9d7a5a80,0
d66dd0ee,0
386e89d8,0
8ed3d21f,0
bdf4f899,1
18033389,0
8806bd51,1
2c0cb41e,0
7edd31e0,0
70103acc,1
fbc5f630,1
e8490515,0
433b5c98,1
5a36c0a6,1
98035c37,0
175456ef,1
f0688709,1
f287e32c,0
20f0642f,0
f625ec1d,1
1fbb2f26,0
22f972e1,1
bc078f5f,0
57e5078e,1
e7626295,1
c01dab9b,1
50f11a5e,0
4432cfa3,0
7bcc615a,1
c7d069cc,0
36762e8c,1
f1a720ac,0
c8cb947e,1
ae59cd7e,1
c49b12da,1
365a8b62,1
ae3c89c9,0
95fb9a83,1
e73db84a,0
0bd95838,0
d3787021,0
c8208790,0
938ec8f4,0
c66425f4,1
47487bfa,0
018a16f2,1
3c0d93d0,1
55f522d0,1
d285078a,0
d84c5f84,1
e343f789,1
4f1c391c,1
3a6e6d81,1
c3e0ea7a,1
3afa8c86,0
05c5c331,0
fac68a3b,1
cef6c991,1
528b9346,0
3af7b6dc,0
f24d2ae1,1
d8ee9c28,0
1b0eb3b8,1
1bb685cc,1
6bcd0334,1
ab679dfe,1
23552d88,0
aaa4dd6f,0
db340950,1
a6f8f78e,0
9cf40394,0
01d05237,1
deb417bb,1
6be71379,0
0b8cd59d,1
3349978d,0
e316f0bb,0
a0e96cf3,1
c2683650,0
6bc07aeb,0
ff3b05c4,0
c27ff7e7,0
89023627,1
2df77a92,0
1ca5e28d,0
ee1e9694,1
2729479b,0
0d5baa60,0
e5f49719,1
135e5c6a,1
9b8b99de,1
bf51862d,1
b2bfd6c9,0
9f53f7c4,0
8039ec98,1
1d1fb70f,1
a9196da7,1
d0ba8246,1
05fd20e1,1
67e2fd85,0
711046cd,1
ea40ab64,1
ffc145fd,1
2bfe990e,0
20430a4d,0
eedc46bd,1
4c6e4054,1
6c549871,1
ed23d58e,1
34f005a9,1
28ecc204,1
8c82073a,1
ec46fa40,0
70314bcb,1
bfe52ab4,0
b174129d,1
db62ddf9,0
b614b115,0
e2e0d938,0
dfd97cbc,0
c2255dbf,0
988bfa87,1
96e6a005,1
a800d9d2,0
d8120cd1,1
882aa9a9,0
cee9cf6d,1
d274b49e,1
7f624f85,1
89eed99c,1
052f2299,1
5bbad483,0
92e6917a,0
4976ddd7,0
479ac0ae,1
5b1f87f6,1
8ffa45b8,0
d7d3e50a,1
c3699eca,0
d2fa72bf,1
221d1d9b,1
9a79061e,1
c4f76749,1
70013917,0
eabf8174,0
79c248ae,0
f06b29da,1
0e3bdf3e,1
57dd0856,0
8cecab52,0
3cb73aa7,1
380617b9,1
e44df907,1
7f367310,0
bf53d604,1
39ca050c,1
cddd664d,1
8364811f,1
acd4de98,0
9bb3d59d,0
a21f58fb,0
20c34cbe,1
4344d71f,0
609ea2cb,0
ecfd760d,1
a2371be3,0
a2378ea4,1
e81d5cc7,0
3bfb8f36,1
0a60f042,0
fd79d32a,0
3bddddc2,0
f6136439,1
0e8cd8d7,0
fac5de7d,0
ec220400,0
a5aed1a4,1
fcfb989d,1
b8c640ee,0
8d5ac3c7,0
a7a6d2ff,0
e2d5ca9c,0
445644a5,1
3c80d5e8,1
b2efe3c6,0
67a5d130,0
d79118e0,0
95eb3548,0
62005d9c,0
52611106,1
da745350,0
951ec41b,0
d44a5b84,1
d200a9ed,1
3d1b7b02,0
200e6896,0
bdbf8971,1
c165ee08,1
fc4f1f0d,0
6ddb3c14,0
f69b8a64,1
a1e19a4e,1
eefa2ecf,0
f6a59864,1
fdefb54e,0
9aca390e,0
0f89f9d2,0
ca8b3263,0
71f58492,0
f0accc6b,1
e884605b,1
e57c5537,1
dfab655e,0
467ac76e,0
155ed100,1
8a9eb0d7,0
2c34ce04,0
13b4c362,1
1090fca1,1
a9f9dfa3,1
088e5c63,0
cb008965,1
32c75683,1
51eeae7e,1
d9e53695,0
8eea04a2,1
40c407ab,1
360e5a68,1
b8e52e1e,1
da557bf1,0
d8c994dd,0
6f5ac3c2,0
323e5bf7,1
3a1895d1,0
c1acb4da,1
462246fd,1
699b4e07,1
50771fa9,1
22d67ed7,1
6aa8720f,1
079ccec2,0
31a393e8,0
72a3835f,0
1f921af3,0
31d27365,0
28d722e6,1
daed114b,0
9bc91555,0
b15f1319,0
da1a5265,1
68edeb5e,0
aaea49f5,0
13a4a616,0
d18c79d0,0
00cb229b,0
9ddbc937,0
b9a8c266,0
cbf87679,0
7afc4353,0
c8778cf1,1
6f195a84,1
0659d359,1
6b1ee4fc,0
d3bb1a72,0
30867aa3,1
e364f1f1,1
1519018a,0
bf768e28,0
66a5a0c1,0
3048d56e,0
413b9288,1
f56029c8,1
cf551bd9,1
8825079d,1
23e37162,0
a2f25d37,1
31544b3e,1
ae71811b,0
200e978e,1
94db1284,1
ccf18767,1
eef1c706,0
5f117d9c,0
edc72348,1
0c20e6b5,0
e84c3be2,0
ea715674,0
df5e157e,1
c973f47b,0
89310995,1
f223bd6e,0
bbc6578e,1
685b1b65,0
0f805d56,1
281288e1,1
38678f2b,0
d4d7e1b4,1
2c376020,1
bfe5c4af,1
aec5f3ae,0
1ef34cf9,0
4f5cf627,1
2bb52f71,0
2c6fd876,0
4a348ed8,1
58e97ce6,0
2b38602e,1
cf4db7df,0
598c9917,1
35104370,0
f2205162,0
2500d595,1
6e73d4d5,1
bde5477b,1
c35ff3b8,0
f0aa7275,1
bdf1ec84,1
b9dacd45,1
790bbd22,1
de1a6a64,0
5025a550,1
91ac90a4,0
83d469a5,1
524dbdc2,1
87e8117a,0
e422d466,0
d7434a6d,0
f6040ca2,1
e5612f39,1
381cd38f,1
00e14860,0
5103d921,0
b37bdb39,0
7022d988,1
0e6fe651,1
3da868c3,1
c7fbb0e2,1
6be09920,1
aa0e4516,0
0b0800af,1
8524fac5,0
56c04451,0
2b59dfdf,1
74cda7c6,0
7840a7e7,0
88bbc594,1
28e61524,1
9f151262,1
9a5b25b9,1
1408bab5,0
2fefc652,1
ac5ebdaf,0
baa2ebec,0
6ce56c29,1
c58d3766,1
f416a140,0
db54ea2d,1
9816d2f5,0
7bed2d0d,0
a9333007,0
660a3470,0
06dc5818,0
11e254a3,0
b312fbea,0
4981fa4b,0
0c1e3930,0
e301226c,1
9ad03022,1
391daf73,1
f12601fb,1
7ea1c234,0
9adc6316,1
482d2fa1,1
88886776,1
8f445669,1
d98f5095,0
37e0f60f,1
de99134b,0
0bb2953d,1
a242f63d,0
d994e154,1
9022c34b,0
e415892f,1
59fd0726,1
6b9d6adf,0
c50dc907,1
00298665,1
a3f44b55,1
16fcc326,0
3abf4be6,0
1e1c8795,1
b0103679,0
a448dd53,0
d0b2eceb,0
32111b0d,1
0541d548,1
83a53b57,0
d248e48b,1
7dc11418,0
94f8a007,1
fc1a96c9,1
8fadcad3,0
61945301,0
57b59a0d,1
f38a77ea,0
edca80a4,0
851a7a97,0
48781788,1
b9d2cb09,1
50f53e4f,0
12b6893d,0
71772a98,1
6cc9d9ee,0
2a09bf6b,0
56c02f14,1
0709ce30,1
4589a5ab,1
4fe59286,1
20639991,0
ca8a5cfa,0
1157a7a5,1
0d617aa6,0
b3bfb94b,0
8b11c6c4,1
468f82a6,1
73e274e6,1
e96298b6,1
c90a9771,0
5cea8f11,1
169c018d,0
34343c87,1
c336b8a2,0
1497b16a,1
c7ffa57b,0
fc287079,0
4112bdc7,1
0ce1928b,0
0468d2c7,0
dabbbe06,1
7fdfc027,0
9a57d532,1
7e3a41ca,1
7fcae2be,0
6cf142e6,0
44dace15,0
3c212765,0
72d1b46f,1
1b7f7386,0
3851f0d4,1
466c9dc9,1
d001312b,1
00575ac9,0
6f6752be,0
3826a531,0
1c54a958,0
a8280a4d,0
8fb964ac,1
902154d0,0
34a3c726,0
20cff22d,0
157ee6f9,0
9361a005,1
65c7b5a1,1
3bc3a4a2,0
062a6c7b,0
71c62bbb,0
a8712c78,0
46c9d9d9,1
a227c0cd,0
feafdf80,1
cfbe1556,1
5c5b57ef,1
4e40da2a,1
5280270b,1
eb6389bf,1
6aefce54,0
03af3a03,1
ccaa0905,1
8eb46f2e,0
b0b014d9,1
c74fd266,1
11c83b83,0
cb6a7c9f,1
1dcf7bb3,1
3ce5d343,1
23af949b,0
24fd6752,0
6e9418a6,0
80fba3a8,1
38585ef6,1
fda14111,1
47d44ead,0
aac725d2,0
b7e81dc8,1
ec282e77,0
52749ed7,1
34785412,0
94c23a14,1
5411dc34,1
c0c63c29,0
5a948ae4,0
f46f6a3e,1
344492a7,1
239dc12c,1
1f73326f,1
4864d8a7,0
3181c067,0
278e6327,0
9bc41669,1
c59e28aa,1
93594ed1,0
8b0a4b67,1
0d663502,1
4a4279e2,1
d43d5022,1
bdb374c5,0
0d189852,1
6883acad,0
ba4b2c55,1
92ee0aa3,0
5ac03cde,1
f80dc520,0
fea25e07,0
dd7b3fdb,0
f58eea3c,1
65cf8ad6,1
4a4cf720,0
84a0b5fb,1
305b0f9b,1
21dc0d0c,0
56198049,0
d2641727,1
bc31e1cf,1
a0210dbf,1
8795cd2a,0
fd34e957,0
4c3dea9b,0
2df920a4,1
04128f28,0
ed28f8ae,1
de00cff2,1
f2ea4016,1
05678440,1
4941515e,1
e6602e38,0
568d436e,1
a7c39db1,0
8c97cfbb,1
dc7a910c,1
5c0236e6,0
be92879c,1
113f21e1,1
96ce7292,0
a41740cc,0
c78916c4,0
cab35203,0
2bd2b088,1
7ebdf1af,0
979e97e9,1
18e5481c,0
ddfb9a64,0
d80509d9,0
9ac2c561,1
0b542184,0
ce0d90c5,0
e704317b,0
4bab7445,0
b5e54861,0
ddc2a8a3,1
ca707b0c,0
cc0a9e34,1
37067231,0
f680ca6d,1
c80f0760,0
ee4af65c,0
bb2189c4,1
3ebaa5b9,0
6c19311a,0
2a7ecb2a,0
a027cb45,0
12778c74,1
b78189c1,0
25d73e0c,0
2defd268,0
006cc052,0
d434d607,0
5cc2f0b4,1
4f8b7770,1
b022cb05,0
b9887f84,1
c9652eec,1
d11dfe5c,0
8623fbbb,1
0abcbf72,0
46bd5b74,1
3cc9c5c4,1
dce4ec29,1
80077b50,1
2fd35ad1,0
413d949d,1
a0ecfdd0,0
cba6def6,1
e6e58bb8,0
8eca984a,1
81fa51d4,0
f6e831d3,1
81cd503d,0
f53fe7bd,1
71fd22ec,0
b0ecf498,1
4f60e612,1
3458c134,0
db17f5a4,1
a9e944c6,0
a106d556,1
3308ad57,0
d1e6d07d,1
e6b30c21,1
ae3db659,1
d4ec0a39,0
a130f006,0
100b52e7,1
51309b69,1
27927b28,1
b64f0e83,0
22ba398a,0
0cac1c63,1
00df0a4b,0
8e905376,0
ce1406be,0
205636a8,0
93175c57,1
e0b6219a,1
d6afd420,0
c63f9d38,1
4c913733,0
0bdb1028,1
e31b90ad,0
44b6f080,0
b2337496,1
87357a41,1
d7f71827,1
dd4ccba1,0
6c977cd8,0
2d567be2,0
4b436d4e,1
70dd70dc,0
902707f8,1
11897311,0
52eb41c2,1
0a0479c6,1
4f843dcf,1
98834e2e,0
bca39b70,1
35ca5309,1
3933571f,1
84bf3acc,0
6e3d880b,0
70cded38,1
8e250188,1
36377e59,1
e31677e0,0
7c91e960,0
5da13f25,1
b7a2dd4c,1
29342e2b,1
11ca4fc9,0
cebfba1b,0
510b0fb9,0
3bac3d48,0
827344f8,0
fcd3c120,1
2cfe2f20,1
ebda2b69,0
9b52f33e,1
b1c5849e,1
60e703ae,0
97251206,1
ec809b2e,0
31db2fb1,0
7384fb2c,0
e56e88f5,1
7e5b6d27,0
bf1be3a5,1
d0eba6b6,0
9237545f,1
288d30d3,0
af4d3585,0
a5be174a,1
b9e6e7b6,0
fcc2cbe1,1
0973cba7,0
9b304b65,1
36dde41c,1
33d4e70d,1
969759cc,0
a71f91bc,1
f6e8a855,0
83273920,0
aa2a997f,0
db3d5cbc,1
a3f298f2,1
c9f170aa,0
84bfe2fa,0
23d797ce,0
0a56868b,1
40a6dace,1
fd98aeb3,0
de17dfbe,0
bfce1353,0
9cd3167a,0
4af9bbbf,0
9e31fd82,0
fd00aaf1,1
8c4aa5e6,0
e0e68e4a,1
54515c9b,1
d2b2a346,0
de099a7a,0
d5aaa64b,0
3838075f,0
414c0451,1
08ede257,1
784ecb5a,1
d3af1f38,1
7ea6e4ff,1
641897bb,0
cdf3b8f1,0
8c5d3895,0
2225679c,0
50925de2,1
3e6e5cdf,1
94b2807e,0
5bb7d5ae,0
befcf62e,0
f70c37f7,1
161a97f9,0
569a4f8b,1
4125b913,1
333388a7,1
c0a9f1d9,1
a7edd093,1
b0da09ca,0
8918a6bb,1
2e136d99,0
d9d16ad7,1
a2c7b584,0
92b10225,1
bb81f164,0
5b6c664e,0
4869922b,0
c8dc7311,0
e894d7b0,1
5954b338,1
c5269b27,0
b95ddeb9,1
166f141b,0
5260f65a,1
e20a42f9,0
964e2d17,1
913d61bb,0
fa070a93,0
b6a5c3c1,0
713632a7,0
6efa3c36,0
c1a8e1b3,1
afc399a9,0
21088b5f,1
008fc867,1
207a8e72,0
055d805f,0
b5cc5ce4,1
39f8db7c,1
765dd4ba,0
2539c5d5,0
0a6cb9bd,0
c786949d,1
90c0110a,0
ee403a9f,0
6a867817,1
6c1f6894,1
b77b2aa7,1
2d59ec54,0
790c0d30,1
4d8965ab,1
a0277a83,1
7101e596,0
9c8e8a32,1
026a8958,1
0acbecf3,0
dbfe4c68,1
b228c6a9,0
92762671,1
d0600e04,1
79f2796b,1
ee7ee558,1
06c549fd,1
982ce079,1
3a0763d3,0
9ea5b0aa,0
186fd0cb,1
f302db86,1
00d8729e,0
0ce9e3b3,0
408c2657,0
13ed5e31,0
8f66b08c,1
acd60eca,0
e4f69ea5,1
8551cdc3,0
44d66653,1
b73c0187,0
9d4cbeee,0
501b7efa,0
a1bb3379,1
f87a0377,1
554a0f3b,0
a58fe4a3,0
7efca041,1
4dae5a9e,0
95b9c2f0,1
6b8b524b,0
5277461e,0
56467e39,0
e8a9c4bb,1
f097d87a,0
cc001330,0
21babe58,0
3f19c3e7,1
a9b78ea0,1
0b0f6254,0
68aee56a,1
bce08420,0
73923315,1
1e62365e,0
c394aae2,0
1dbc02e2,1
f03c6039,0
976129d5,0
6f1377ea,1
9e94dd55,0
4d771644,0
f2e1d8e4,1
6ab15caf,1
3939ad03,0
b5ef5c29,0
67ebc1ed,1
d2d049bb,1
54a88ba9,0
a15c8ba9,0
0a55bd9f,1
9f2b3b4c,1
4b6e443e,1
b2cba06e,0
d5ad9c26,1
f44a9988,0
b9a8113a,0
1967734b,0
726860b5,1
404bb968,0
496a87fd,1
80a5393c,1
16c9155b,1
1d48888e,1
1df6e40c,1
cd77ef9d,0
ea453e65,1
578c48a4,1
c01ad9a7,0
48962bea,0
7254b08d,0
bf1da2a0,0
e0a3cf3d,1
4d86b1f0,0
9d41d5e6,1
89118835,0
7264b370,1
e23d6ca2,1
48df176d,0
bc199edf,1
58f23130,1
ce5c9bff,1
84b38019,0
b6bb3d19,0
708f5386,0
c3ed73da,1
de90e180,0
5ab87ed1,0
dce69649,1
fdd51046,0
ec5ef944,1
c41eea45,1
d056c787,1
f143b288,1
9abbcdd5,1
7e0c50e5,1
38166f29,1
89dd1cd4,0
d9e56367,0
3e0ddf68,1
5cc91568,1
ea1e800f,1
62d14445,0
17ed6c15,1
0c85ee59,0
6661e827,1
ace78fc8,0
5e64d5b7,1
0752dd96,1
963731f5,1
98152d7e,1
53afd2ab,0
3ba9a90d,0
e6890f71,1
d5280aea,0
4d9c0720,1
ffc38c5c,0
5f947cda,1
24b7a052,0
b69a9300,0
896b1a41,1
2ae67987,0
2676f45e,1
75e60ef6,1
17e498a6,0
c5246943,0
562765c9,1
9c53afd5,0
e8a50fc7,1
9e520c0d,0
db7050b2,0
a73cc0f3,0
3d75db5d,1
6ec16730,1
8bd4adf9,0
4919ecef,1
0f5858f3,1
97052bdc,0
c7185f47,0
6b8d6c0a,0
e1b3378c,0
01c2cbdb,0
fb30195f,1
9a90223f,0
a73ff5ea,0
c236a50b,0
8217527f,0
29a5380a,0
5af4bc3d,0
e53b21f2,0
4b6920ca,0
331499b0,1
16daf68d,1
65b92068,0
25fd0a03,0
8bb2421f,0
9cbebf8a,1
fe288f13,0
a312b3e7,0
bef0f01a,0
70cb19ad,1
57768650,0
a4e3809a,0
362e42e0,1
422b4bc9,0
1022950f,0
dec34bc5,0
894b6235,0
bcd72c59,1
630ef9c0,1
27ab9433,0
31f75a25,1
bae4c0c8,0
aceb501f,1
7529dfe5,0
97bce767,1
0462dd2d,1
3d79ec8d,1
c1be180c,0
45a39445,1
b0580646,1
4786a789,1
64abfbe9,1
6511d6da,1
37475809,1
af2c161b,1
c44877ac,0
34bdedd1,0
05c93ab9,1
a062ba99,0
810e9b11,1
428944b6,1
221a3fc0,0
291c6ec1,1
cc4187e5,0
703e0bd6,0
9128eca0,0
3c2c1915,1
d0942305,1
08964748,0
7481a6b9,0
b1346f73,1
9f570713,1
bf5701f7,0
0993ec3c,0
867a5ac7,0
e800642c,1
d5a32c5d,1
3ab1e6ec,1
3949ce4b,0
a3f8dba6,1
dafdf800,1
0d34b9e5,1
d54da335,1
891779f8,0
8d064791,1
8a509bb6,0
a70d0e2e,1
35cf5c91,0
c6b3d577,0
cd043602,1
ddda5b33,0
0db3e31d,1
2821c367,1
54b35699,1
f70fc373,0
4a456a99,1
f144d937,0
21f46d94,0
a9c03e32,1
b3eeb57c,1
8a328afb,1
92aa335b,1
5c0945b1,0
e48b1fdd,0
02280785,0
e61905cb,0
74a95ecc,1
ba6db973,0
8201ecbd,0
134a7100,0
c3154d19,0
9644fb64,1
c4359b50,1
7cc2199d,0
cc4517d9,1
84b282af,1
c401eb08,0
c200f277,1
405028d9,0
a9ca036e,1
dafe3d64,0
a0fd3995,0
78ee439d,1
ba66fc7f,1
b30f9b86,0
a0e290ec,0
90db308a,1
dc385ea0,1
1d84e690,0
2221f3a4,0
c43f3b3d,0
d9d06949,1
c44087f5,1
a094b61a,0
15fa9660,1
0c27763c,1
405cb3db,0
f26b5deb,0
140b4fbc,1
0bffd1da,1
1a61e975,0
0a0455a2,1
763dc001,0
a9323c30,0
dce3c5b9,0
dd8fb67b,0
69be502e,0
d3833164,1
eb97d0ea,1
be3a173e,1
6ffb9bd5,1
17526da8,1
f9660357,0
9a3f2333,1
4ac9b4a9,1
b12b35e3,0
aea4ed75,0
c5e9cc9a,0
3e3d163f,1
f1dd2087,1
e43df6c3,1
0e222899,1
54e5a488,1
2aa4f5f5,0
67c55d93,1
fac86a86,1
aff5b671,0
fdb7f323,1
06edc198,1
a52f0339,0
9c9de77a,1
02255479,0
c72feab7,1
2594cfef,0
6aaaffae,0
918e51ad,1
aeb1f6aa,0
52adc9fd,1
3d759f9b,1
cd745af3,0
ca914dec,0
3daf2f71,1
01ef2e09,1
d87d797b,1
5819cc1d,1
731f67fa,1
6621b8e5,1
a25a4e91,0
dea3aac4,0
a9298202,1
d3f1d17c,0
80b50abc,0
33888f48,1
3d9f6c8c,0
c7604492,1
c1383f4c,0
e368e648,0
93f12c00,0
71202d75,0
34b35bf3,0
614fc9e7,0
bfb7b2a8,1
3fd3fbdf,1
91425e35,0
a2a2062c,1
59ce8d37,1
70eb25e0,1
1eafc8fe,1
d334734a,1
a5087fd2,1
d9250967,1
d986cc53,1
da98269a,1
02fc273b,0
263ae06b,0
2309ec01,1
44e4061d,0
7c08f4cc,0
09ebc32b,1
de14c5f8,0
1d3bbbdc,0
0ea611cf,1
238e0fdd,1
1670f5ac,1
a5ea0972,0
d2853c3f,1
a024a417,1
a612de94,1
03e50f57,0
b3e87a4e,1
9eb8e6c6,0
581e3d4d,1
e4b8da01,0
5ad36e7d,0
b755a308,0
fa3c8f06,1
52fd277d,0
2ba764b2,0
d8e3e540,1
7318e3c3,0
b9f039b5,1
17b67bbf,1
b88d56be,0
162baf9d,0
2dc3bf83,1
73f2df15,0
ecd55656,1
adce7573,0
cf628fe0,1
f9ff0d08,0
c8e6c915,0
ec32a279,1
633c275c,1
6576e7b6,0
aedda74e,0
353fbd18,1
b5f39f35,1
afe77852,0
cac2a209,1
e0a3fa34,0
901ce75f,1
0f36267d,0
00403fbd,1
b9ba3ce5,0
be3bdb83,0
