source,target,tran_id,tx_type,base_amt
056afa41,449a724c,999407,4,689.23
8cdb6095,fc11ae55,1002062,4,419.54
436c06f1,18571fba,1002122,4,674.42
2533b162,9ed3d9e3,1002925,4,648.75
cea47eab,7ec5f1b3,1004871,4,963.3
2be85d5c,6ddf1894,1005174,4,457.75
524dbdc2,a9298202,1005596,4,923.73
75c9a805,d7a317f6,1005799,4,264.19
9f318c58,17d7babb,1008923,4,303.28
5c777300,c410281e,1012917,4,427.37
3ee51be7,12321d9c,1014120,4,387.84
7ac531b7,c0be245b,1015416,4,762.72
16fcc326,0cdf2a86,1015813,4,197.61
24a1360c,69edbb36,1017367,4,359.21
200cead7,fc046535,1018203,4,179.13
25431819,64ffe866,1019890,4,196.16
daaa02b0,1ba97005,1021884,4,453.61
17d78b17,323e5bf7,1022739,4,931.06
5cea8f11,10415157,1025654,4,379.54
fbbbbf79,dfee3a58,1027762,4,890.0
d5c4f6af,05671106,1028862,4,275.47
78fd2e68,1a686316,1029760,4,108.83
592f827d,842d6eca,3690,4,155.74
970c9a3d,c8defa66,4504,4,525.48
a71f91bc,60df5938,6322,4,632.25
739cad76,cfbebda8,6595,4,153.98
58361f65,8a31e3fd,7981,4,617.97
8d2d4c59,bcf5fe53,9079,4,567.04
695fd460,e422d466,13044,4,790.46
26c31411,b7a4bb69,14006,4,433.84
1b70a6ff,a2ba11af,14008,4,432.0
6547025b,b37bdb39,14403,4,775.45
96a6f36f,9102ca68,15408,4,280.78
b5b92a33,e48040d4,15688,4,283.96
3554bdd3,bdd8edbd,21535,4,1030.15
053485ef,10bb5c56,21971,4,852.99
e67a90c7,9f772977,24989,4,376.11
3d29e3d1,98f5e5d2,26371,4,456.42
698263fa,884db3a6,27756,4,575.55
f14489d3,3f058b2a,27910,4,141.92
cdba59c5,adf01fc6,33257,4,681.18
e1e05c42,b3eeb57c,36223,4,774.6
10161fb3,f322d041,36262,4,766.18
1ca5e28d,67ff08b3,36888,4,568.31
d434041d,461c58a6,40051,4,935.15
b0f4351c,8a31e3fd,41199,4,368.81
15ae7b55,255f6669,41242,4,271.45
939235aa,2d35b8ab,42995,4,638.78
13a4a616,255f6669,43019,4,943.04
16fcc326,6868b48a,44676,4,761.3
8631a07b,01ace258,44733,4,928.78
a8cade97,e299f36b,48710,4,910.73
5596ac1e,fc4f1f0d,49069,4,451.73
a9bdd641,ea40465c,50408,4,483.03
7c4d3a1d,3abf4be6,50796,4,494.48
f6063be8,bca39b70,51823,4,572.67
0414437b,66e36266,52118,4,978.28
7afc4353,18bdcad8,52364,4,360.2
c6abd04e,e6649739,53629,4,838.76
ecdb7796,f87a0377,55757,4,668.52
6b410c89,9102ca68,56003,4,510.05
fbbbbf79,dfee3a58,56048,4,871.41
0b0bf1c7,6f5ac3c2,57072,4,719.36
c1383f4c,368f2297,58024,4,358.61
5a4fb0bc,e9b8bdec,62327,4,858.11
e368e648,44b0b818,62746,4,762.66
e5c81574,ed45e247,62828,4,859.29
5c8be62c,79446671,64400,4,748.95
62852529,2ac1555f,65386,4,618.54
1cf5e6b5,b7a7564a,68776,4,168.75
e960082c,46f10f96,69948,4,376.63
8912d5ba,3a6b2a3c,72552,4,933.74
993b150f,4321a6a3,72926,4,898.59
50d09a80,529a2413,75230,4,759.05
3fc3042d,0edf67f9,77143,4,505.1
8f66b08c,271eb021,77227,4,352.83
9704c20b,0e6fe651,79484,4,947.67
2e1d3839,c518952e,80442,4,491.66
7914df4f,31a9cf15,84534,4,286.77
060257ce,f30f26a2,85735,4,693.61
bd776e58,5e5b9c6b,88715,4,125.03
334eb3ef,4a1c2abc,91660,4,599.52
099e33e4,0b0bf1c7,91790,4,861.07
cdbd2ed5,3abf4be6,93872,4,966.0
504055c4,5b6d322a,94660,4,734.5
0d7cc5d5,1bb685cc,95919,4,538.31
22ded079,991a372c,97070,4,230.28
374407dc,b64a32f8,100526,4,675.86
e41851bd,80e982d4,101996,4,484.08
78bf8afb,6ddf1894,102132,4,131.83
05678440,dfe80718,102633,4,581.08
9c95a3cb,4d8965ab,103764,4,619.6
524dbdc2,a9298202,105236,4,676.53
d3af1f38,6e8f2a4f,105884,4,395.6
3c68aa98,55e17f13,106433,4,752.9
b0da09ca,56c7e144,107177,4,656.68
e79c94d7,78bf8afb,110443,4,512.71
46997074,f2dce2c6,111474,4,262.51
718fa060,15e37f93,112490,4,615.57
89118835,b356eeae,115912,4,434.96
8a70f08a,a227c0cd,116902,4,261.16
9ef3b707,310c4687,118987,4,254.79
07b62cd2,22e8b22b,119014,4,937.86
8a9eb0d7,86687c66,119473,4,678.74
ad685b10,404bb968,122208,4,366.06
1ee5d971,9cece6a5,123097,4,343.23
d00c9eff,c8ae679f,123486,4,418.1
93df5fae,fe288f13,123633,4,214.62
d5c32e28,f9660357,123741,4,303.47
8631a07b,c1ddfc80,125552,4,941.53
00a9c824,f015a642,125830,4,728.13
c6d05e8e,027a08a7,126103,4,240.19
2ffa10f3,062a6c7b,126733,4,732.76
e7e810fb,75178e11,129236,4,453.91
aad0db4b,7f367310,130388,4,102.99
4b39d278,554a0f3b,131321,4,335.4
8059fbc4,4928d5ab,131935,4,753.73
95eb3548,db62ddf9,133969,4,399.84
12cf94c2,cce822aa,137790,4,239.03
896b1a41,0d7cc5d5,139034,4,236.56
a2b5af3d,868ffb90,140065,4,365.06
b66d5cf9,d6035293,141705,4,923.52
592f827d,52621ebd,143581,4,816.41
36b4b43e,1f85a34d,144354,4,823.67
4deb9fd4,af7e9ded,144374,4,852.45
afce3cac,090f42e3,146785,4,288.33
eb7e6415,b22fafee,150607,4,421.69
a837a4cc,790348f1,152295,4,415.75
cc23dc3d,fda0dc36,152479,4,779.05
8ae19bcb,514590cd,152485,4,1043.39
050f11f9,0d778736,152576,4,361.62
87cab6ba,d66db0a0,154211,4,674.44
5d2265fe,d8e3e540,155137,4,477.34
9dbe71be,902154d0,157024,4,166.9
42e550d6,51eeae7e,157032,4,873.22
10506446,a2431bca,157611,4,381.96
f61ca3fc,d9bfbfbf,157960,4,551.59
9b31dd13,acd60eca,159603,4,336.03
ee4dc24f,3d8cda54,161982,4,116.9
d7b06383,91ac90a4,163053,4,311.66
cdba59c5,6ce56c29,163257,4,523.57
41621e69,a5b9aded,165179,4,892.64
d45486a1,9f554d4e,165567,4,173.43
39eab804,2efe9c5b,168166,4,954.0
c410281e,913126cb,168751,4,442.35
22f972e1,65636b63,172431,4,148.24
0f924f87,498f5a4a,175569,4,268.83
8073912e,f14489d3,176153,4,533.59
61ed3211,b500cfda,176406,4,523.24
a248db61,db62ddf9,176932,4,192.76
6c19333b,86a88b85,177691,4,435.82
2013a232,d0ba8246,178767,4,443.32
acf285d7,a9323c30,178948,4,524.45
4b4e7578,bbc6a259,179624,4,140.53
4344d71f,672c6aa9,179641,4,568.67
e84c3be2,a9e4ecee,179693,4,365.87
6a2409f9,0075d230,180632,4,901.41
68a73be6,0af17201,181713,4,856.2
91ac90a4,db62ddf9,182332,4,463.58
5a4fb0bc,e9b8bdec,182620,4,1032.98
38495990,2e29ffe6,185299,4,761.83
157ee6f9,d8cc0078,186822,4,812.05
ddbc6043,b64a32f8,192265,4,802.18
a3325826,a841bf64,193419,4,357.78
6ffb9bd5,ef581bca,196911,4,178.14
eac8b9c1,4cac0145,198470,4,419.79
b8dd4de2,27a9df1a,198845,4,233.81
24f2bf46,ad612bc1,204434,4,455.48
84bfe2fa,c25c2d0b,205794,4,577.55
882aa9a9,868ffb90,206031,4,766.05
0dd32d97,3d6a03a3,208268,4,908.75
cb008965,e6582b1f,210167,4,528.26
bdbc8882,35b9a654,210327,4,783.78
0f245b74,b9ed5873,211867,4,716.75
52749ed7,8ace0dd1,212101,4,832.26
837aefcc,5cc91626,213262,4,694.37
11edd6e1,397d6734,215007,4,695.15
bdd8edbd,c3c0275f,216672,4,795.63
71a3ef92,b24b6d92,216886,4,726.54
78fd2e68,1a686316,218437,4,291.56
d763a221,7e665a77,220019,4,750.8
a7302ddf,23fae70c,223933,4,715.75
0b0bf1c7,3ee51be7,226987,4,736.58
ccf18767,f3fccdef,231014,4,176.29
4321a6a3,993b150f,232038,4,212.49
0e245535,eadcd5a8,232381,4,708.59
1ca091c3,6502486b,233544,4,964.77
6faba3ea,eae0c76f,233960,4,628.93
a3f4346e,70c0832b,234044,4,456.97
f1e2963b,ee9ec11c,234882,4,724.12
9bf11401,cce822aa,235500,4,409.16
9704c20b,0e6fe651,236369,4,784.33
fa248991,3749b037,237491,4,142.68
b8dd4de2,79e64e92,242232,4,627.33
82bc8caf,1fec7f2b,242549,4,1076.34
f5c4abb2,8800a565,243442,4,185.28
c14f4989,2f809b0a,245142,4,886.61
bc0de3c7,72e2fc08,245254,4,918.8
25a45c20,d1d03c0e,245614,4,367.89
dd2ebcf1,eed50f22,246223,4,497.01
c5204ad5,eec58f3e,246465,4,981.83
45fe2710,2fd740da,247990,4,663.84
d0942305,379fb4dd,248503,4,909.31
8bc3e4cd,8d064791,249004,4,320.45
c1006267,3a24e863,249009,4,256.42
16ec3845,a7104db8,250161,4,986.61
cbf87679,c075ef6b,252258,4,824.28
d34ad3bc,aa98bb41,257294,4,113.66
fc70127e,9ed061ec,261169,4,889.93
a3f8dba6,3a6b2a3c,261258,4,755.58
b4117464,d20195dc,263125,4,286.38
6b71375c,1732c719,264110,4,899.84
b64269f0,0b762e55,266137,4,815.18
019682c4,e3324b2a,272107,4,595.25
379fb4dd,97a8321f,272325,4,986.15
e3324b2a,4a592260,273110,4,297.63
e8a60aea,d9e50c40,273798,4,329.64
46666f64,d195d055,275342,4,805.31
5231c334,97251206,276328,4,659.88
0c81ba35,df547018,277825,4,140.45
d5c4f6af,05671106,278492,4,227.01
5c75a08a,d1d717b8,278824,4,135.66
255f6669,d7c99aa5,279442,4,2969.36
ec58cfe4,1a211334,280450,4,669.78
31becf83,3c4c1da2,280963,4,567.42
cffd1418,42bea305,281256,4,502.68
3aa9646b,b1924f31,281508,4,599.6
e79c94d7,78bf8afb,281520,4,863.09
4f9335a2,214ae743,285333,4,719.18
2f13c879,c9aa203d,286880,4,839.87
135e5c6a,79c32afe,288117,4,645.15
98414cba,b8dd4de2,291091,4,497.17
fd3df0f2,bfa82a3e,291605,4,537.15
9fd646c1,c219d4e3,292899,4,329.92
d97b5009,2266877f,293130,4,819.78
3a7bbd99,aec5f3ae,293594,4,741.1
449a724c,056afa41,295692,4,219.47
fd2f6b11,e6649739,298172,4,297.86
57292b8e,ea7a4f4e,298568,4,403.32
eb9c1faf,f83e464e,299961,4,737.58
c90a9771,0dcbb643,304977,4,168.68
1446a426,79c32afe,306729,4,821.73
538445d1,d730638f,311616,4,392.71
4591ad53,7fe3670d,312257,4,768.22
02fc913c,c7e6d7e6,315253,4,279.86
66c1d944,3272879c,315410,4,659.64
c90a9771,bd9432f5,315627,4,392.33
ff34a03c,3ab5d544,316631,4,550.82
bb07139a,33d2a673,317559,4,331.41
9e730aea,3f578342,317991,4,830.67
34276fb4,80837d03,318426,4,542.25
182e09db,b6a5c3c1,320962,4,870.6
a6a98e30,addb653e,321093,4,822.28
6e5f53cb,42f6361f,321571,4,149.75
62005d9c,836f5645,321880,4,253.96
d429553b,5cc91568,323894,4,532.1
b7c3ee5f,0681c00c,327638,4,2634.82
d74211ae,404077bd,329904,4,824.3
08565b8e,1dcf08ae,330485,4,185.94
913126cb,5c01ec6e,330602,4,673.27
97616123,3fcbfffd,332054,4,250.15
92aa335b,25431819,336869,4,384.31
239dc12c,3d18f3c3,336910,4,246.52
0d072d94,18571fba,337637,4,400.29
e386ebf7,b4c0cbce,337650,4,835.17
4bde2e75,da26d01d,338911,4,236.86
ef581bca,13b75f79,340138,4,991.26
1b70a6ff,8ca9f6da,344924,4,776.06
faffebab,67791c1f,346675,4,506.76
9074ae4b,3e11d647,347510,4,899.12
f1080550,790bbd22,350098,4,462.1
dc7a910c,f28a2996,352492,4,619.67
9969afdd,ccaa596f,353097,4,614.42
52b952e3,e5cd7b59,357682,4,124.84
cd7b7c41,b4afc535,360367,4,630.99
e3cde647,c9b585a4,362384,4,974.19
65752867,07a464f7,362524,4,240.37
53762882,cae064ec,363973,4,528.72
f0730888,398299c5,365396,4,1016.89
a248db61,a4280e2f,367025,4,816.47
fba60ee0,51f73fb0,368831,4,460.3
3858d176,a8f7a1a8,370116,4,666.95
a612de94,f48fcd16,371529,4,810.1
16af225c,a95afe1d,373797,4,669.59
3ea84752,e6398b42,374966,4,812.51
ed8ddccb,bea04c70,376714,4,738.46
11e38f95,c9b585a4,377350,4,759.19
e8584916,c5d71914,378270,4,270.03
89023627,208d7af9,379672,4,510.27
1cf5e6b5,1452248e,379982,4,832.99
7077f863,d09dbfd8,381143,4,199.1
4fdcf0b1,ffa45bf0,382256,4,280.66
f1e2963b,ee9ec11c,385016,4,757.46
c12ca0dc,c628b45c,386704,4,977.85
b3a1cc4e,e8a60aea,386987,4,389.31
6a3aa904,445644a5,387396,4,485.63
2fae27c9,9911a138,389593,4,821.55
8364811f,f6c88857,390937,4,917.86
d7fb69f9,b6a5c3c1,392139,4,297.15
c0820489,02dcd75a,392393,4,863.05
f388cc0f,dceec450,394867,4,486.34
1c3072ea,6f3920a6,396712,4,706.82
33ee70f3,1fef00c4,397224,4,177.74
aa450205,bf768e28,398208,4,174.66
a7302ddf,0f117894,398964,4,620.5
f72070ab,8d935dce,399797,4,435.96
2b83f6c1,d520e0ef,404679,4,321.3
13a13a24,fd79d32a,405685,4,580.42
496ef97e,d18c79d0,406835,4,1095.73
33888f48,92cf8d33,408571,4,355.51
e25212dd,19c0f6f7,409287,4,900.31
70ac70a3,cdbd2ed5,409460,4,101.81
73ce4a73,2330f580,411088,4,985.99
32f714c1,6e1eb6b7,413814,4,367.83
9bf11401,cce822aa,415667,4,645.99
e816b73d,e87bf2f7,416636,4,397.19
243275a8,e2e7e511,418352,4,221.01
86687c66,bfc9e0f8,419115,4,988.06
715f3adc,0f63d1bc,420584,4,910.11
95c0b6e3,5807c25c,421852,4,563.57
4321a6a3,993b150f,422328,4,317.49
fe39d4f4,3939ad03,423442,4,661.21
f72070ab,5628bd6c,429853,4,894.01
ed28f8ae,f6063be8,430576,4,943.23
67ebc1ed,9a3f2333,432123,4,168.61
5733cfb6,0bffd1da,433203,4,767.02
1e12133b,700f6946,433911,4,416.42
86c685a8,134a7100,436176,4,580.98
a1fb1cfe,437a9794,439610,4,149.14
f05f558a,53241856,440069,4,566.5
836f5645,80e982d4,442364,4,737.55
69396591,f83e464e,443299,4,163.31
97d32388,5733cfb6,445222,4,617.39
5b3462b4,5a3ff34e,445709,4,342.19
eac8b9c1,9e72db8c,448433,4,100.49
1575ae60,2d55d62a,451256,4,694.37
6aacf1eb,7afc4353,451272,4,291.34
41538a97,c206cd42,452827,4,462.23
42bea305,d02582be,454975,4,442.31
b2efe3c6,92cf8d33,459450,4,642.36
12a4e0ad,a10a7ec5,460090,4,919.51
c0c63c29,02fc913c,460616,4,985.35
847a9cf6,b070a6bb,460985,4,235.71
41538a97,c206cd42,462413,4,823.69
bc078f5f,59ce8d37,462918,4,286.98
47af5c89,eb6389bf,463154,4,900.74
227525b4,e0d04ba9,466556,4,1028.4
7d09a812,0acd3b82,473750,4,174.25
957957ee,7ab7879c,474230,4,524.39
3af7b6dc,cc830f7c,475568,4,381.12
05671106,4f79a31e,477646,4,676.99
f5b44704,769edca2,479958,4,929.04
12615474,74a83529,481095,4,872.44
457acc51,3f105a39,487403,4,176.84
01b16a2d,39be1ea2,487430,4,284.46
58e19729,97287ba5,489231,4,679.8
2e1d3839,c518952e,491011,4,440.94
ce6e768e,f975f116,491286,4,822.51
c2da24d9,4432cfa3,495060,4,150.94
739cad76,cfbebda8,497201,4,926.75
5fc5b52a,c19ef1d0,497569,4,636.63
243275a8,92611274,498127,4,736.51
d28773c4,598bbf22,498553,4,835.74
37ff36ae,1fb6a651,499870,4,647.8
45e43f02,6c23b810,502960,4,759.48
ee34ca6d,19a30f23,503446,4,789.15
df547018,0c81ba35,504795,4,805.35
58838ab8,1070ef37,507659,4,100.9
d1f276b2,979f0f98,508405,4,858.3
ef581bca,c892c166,509347,4,374.68
044fa85a,31f80bc8,509558,4,443.84
e6236f9c,3308ad57,510736,4,831.2
2cd8bea4,4976ddd7,510974,4,993.04
fc70127e,9ed061ec,511351,4,979.18
2321d237,fac68a3b,511608,4,997.78
eb9c07a4,cd7dbc4f,512690,4,794.97
4616d7cc,d97b5009,516120,4,433.24
a248db61,d3bb1a72,517243,4,374.16
0541d548,e1909f99,517685,4,205.39
fc5f3366,a7c39db1,519273,4,571.93
78e461b7,b6ad95de,519787,4,392.26
3f578342,f88cb061,520467,4,951.57
75178e11,062a6c7b,520605,4,198.81
a6a98e30,addb653e,521802,4,392.24
09c6d17c,f8dbbbc2,527039,4,985.93
b61d3fbb,a0ee4f28,528561,4,437.95
3d9f6c8c,38dd96aa,528578,4,140.93
52b952e3,48b176a0,533185,4,814.19
87f33ecb,59b6d299,535524,4,461.93
5316063b,9bdca776,536400,4,717.17
67ebc1ed,18bdcad8,542260,4,936.71
e7010b22,aa047b34,543163,4,590.2
9068fc1c,309ccbb4,544066,4,984.73
e2ab1244,78bf8afb,545513,4,968.8
b2bfd6c9,eb0f0c85,546796,4,811.54
8c5cf01f,6a4ee03a,548643,4,270.32
13ac881a,4b39d278,548985,4,532.0
fd596e48,52d5be10,549970,4,433.4
b937769b,d7a317f6,550266,4,664.94
bdbc8882,35b9a654,550680,4,983.01
b36f9c84,1b467848,551675,4,528.67
0ef36fcd,708f5386,552476,4,372.85
9cde874b,3d8cda54,557120,4,798.91
088e5c63,c7d069cc,557292,4,180.97
e2f5fa8e,c2982b13,558315,4,687.65
01fc1b0c,1e6c6117,558544,4,830.57
82342112,b1924f31,558731,4,727.35
518fc2fd,1fc7979d,559266,4,751.61
a1fb1cfe,b9f039b5,559664,4,201.15
498f5a4a,9c9de77a,560696,4,960.98
d79ac97b,5d1c7887,563948,4,604.23
3a7bbd99,aec5f3ae,564240,4,178.12
4ba8f0fe,3bb962c0,565339,4,749.05
7ab7879c,53039be6,567015,4,316.84
2efe9c5b,ce95c30e,567156,4,451.25
29b6c5b3,d89f5d81,569160,4,734.08
24561331,15ba879c,569488,4,822.15
8bc3e4cd,8d064791,570110,4,319.05
d60dfc3b,fa68d325,571458,4,286.38
e3cde647,c9b585a4,573085,4,526.85
29ba67fa,13f24438,580012,4,863.93
868ffb90,a2b5af3d,580239,4,339.92
937dbcda,b64269f0,581646,4,420.23
8426d482,0e091421,582743,4,508.04
24aa03bd,3153183e,582773,4,349.82
ad685b10,5b6d322a,583069,4,329.04
a20cd205,552a6079,583178,4,865.81
e8cf21e8,7cb50520,586656,4,128.03
46997074,f2dce2c6,591254,4,124.86
7fb499a5,f03f14c0,591598,4,667.99
a9323c30,9a57d532,592124,4,318.31
2906ef08,4a4eb75f,592786,4,333.52
1aede115,605c9e02,592838,4,244.0
9bdca776,44d3a7b1,593638,4,2984.18
de6bf2a5,5cc91626,596055,4,400.11
970974e2,95e3306a,596779,4,258.57
3ebaa5b9,da77c74b,597051,4,923.15
7427745c,a7e3b280,598908,4,476.45
239dc12c,ffa51ef4,602194,4,952.94
76c46d51,d6176b97,602624,4,387.96
8f557427,6175b622,605588,4,828.11
a71f91bc,60df5938,606593,4,282.01
c80570c2,716cd7a2,608071,4,767.74
78fef42d,a71f91bc,609218,4,265.65
5806d906,f4f7c3ff,610079,4,743.82
f0f54228,82342112,611475,4,766.53
0d692eec,3d624ca1,613348,4,835.3
72e2fc08,a040c612,616298,4,324.83
e73a0b64,dfb75a15,616968,4,130.97
3fc3042d,0edf67f9,617716,4,793.25
84509f5d,70408aef,619008,4,595.9
d763a221,7e665a77,619588,4,772.62
b16ff7ed,9549ca56,620516,4,777.06
6adf6f51,1e1c8795,621953,4,314.4
a20cd205,a1fcba39,623330,4,440.95
9291fb86,2676f45e,625190,4,333.13
1217b3c2,e96298b6,626214,4,226.9
16fcc326,6bc0f307,626256,4,276.72
6c19333b,9f0ff6f7,627270,4,767.25
ed699be6,acd60eca,628093,4,273.54
86687c66,bbc6578e,629425,4,115.5
00aee0c0,35826b94,630425,4,463.71
82b56d33,1f86b049,631541,4,318.0
fa77b34c,cffd1418,631676,4,128.74
404077bd,d74211ae,633450,4,592.3
8c34e813,81057ef7,635679,4,339.88
bb915302,6b07f09a,636796,4,538.01
ea68cb4b,e959b83f,637293,4,267.39
088e5c63,3cf26c3f,638036,4,566.96
58361f65,93882682,638517,4,349.3
d669f5e4,385afb8b,638602,4,833.39
8039ec98,0be7b74d,639251,4,896.0
94662093,d66eb0f6,639717,4,189.63
bdb324ba,a1fb1cfe,639977,4,410.17
715f3adc,99090b14,641458,4,745.0
6868b48a,16fcc326,642619,4,361.24
13338fb2,d30e6ed5,643903,4,970.13
f46f6a3e,9bf11401,644593,4,375.8
c0781220,baa2ebec,645363,4,882.0
9291fb86,2676f45e,646032,4,417.51
78557a1f,3c9d931a,648080,4,123.56
34dade7e,28926a99,648489,4,469.32
a3bf717a,4b17544f,649293,4,485.74
a312b3e7,d5cb6759,650715,4,167.96
5d2265fe,7fdfc027,650758,4,772.18
3933571f,903bc2a3,652395,4,291.0
c19809cd,23ae80c0,653477,4,947.4
ecdb7796,f87a0377,655359,4,924.55
278e6327,e23d6ca2,657317,4,365.38
c6d05e8e,027a08a7,657520,4,337.84
f3e394b3,3d75db5d,659468,4,268.54
d027c7bf,dc7840e4,661526,4,259.77
5c3b46d5,60bd9c49,665887,4,358.87
3198726e,7e221489,666957,4,152.42
067446b9,fea6c244,667511,4,658.61
763dc001,95eb3548,667808,4,837.79
1b69c523,6c8d0e29,670280,4,240.74
febdf5ee,2b83f6c1,672298,4,476.24
af95316b,a7ee6701,672437,4,838.21
5aa94203,fef9a80a,674923,4,681.82
a71f91bc,60df5938,676965,4,516.53
4112bdc7,354852be,678697,4,384.8
deacd409,b7c35098,679385,4,128.74
f46f6a3e,f25d2e0a,683857,4,615.63
e818a55f,41538a97,685864,4,601.93
28926a99,66e36266,686485,4,835.67
1497b16a,3458c134,692097,4,338.85
91ac90a4,08e06037,692490,4,829.99
1446a426,79c32afe,699012,4,522.15
27d0f368,403bd3cd,701808,4,377.01
6e5f53cb,408c2657,702188,4,392.46
72957100,d14c262b,703503,4,112.0
ffc38c5c,71662487,705858,4,149.7
705963d2,5bbad483,709064,4,377.28
2037c9c9,8a70f08a,711216,4,586.43
a6a98e30,addb653e,712053,4,325.36
c01dab9b,17a66914,713267,4,234.85
3a7bbd99,aec5f3ae,714759,4,637.36
7264b370,b24b6d92,715875,4,877.24
af1649ec,74a83529,717185,4,836.65
ba504e94,d45486a1,717595,4,683.15
b3a1cc4e,e8a60aea,717880,4,316.17
939cac0c,cce822aa,718305,4,828.96
28635253,5db2801c,718441,4,396.7
b80f2b70,c2255dbf,719808,4,976.24
1d8cddcf,9d2560fa,719878,4,462.36
10159f72,d6b19eae,720832,4,880.76
2a202a2d,08436bc7,721666,4,227.97
1cdb9618,ef3f9abe,723546,4,619.22
7c15af9d,f50e559a,725635,4,580.77
0811735d,8a1c26b4,726895,4,634.8
8bc3e4cd,51ee23fd,727100,4,338.95
a25171d1,31976e38,727656,4,513.2
dfd58360,b8f5b61a,727851,4,318.99
b36bd65c,57e5078e,728099,4,274.24
1c5ff0bf,3a73aa6e,728284,4,266.65
514590cd,fa248991,728591,4,895.75
c28e92c3,8dda866b,728629,4,175.49
9c18b640,22907d44,729399,4,515.95
615a672d,01fc1b0c,731578,4,264.69
0ad3ffb8,e49705a7,735243,4,589.7
510b0fb9,ce95c30e,736892,4,787.17
1e9048d3,3a1895d1,739241,4,259.37
d274b49e,bfc9e0f8,740810,4,644.89
b6bb3d19,9ef0f82e,741422,4,963.71
ea4a13d3,c907aadb,741910,4,321.46
48bb1afd,a9377b84,743160,4,657.37
4bef3759,72957100,743417,4,188.38
9b52f33e,ea448524,745105,4,150.4
27197412,f326e935,745387,4,886.69
0d7cc5d5,1bb685cc,747020,4,230.84
05a00e3a,50395944,747159,4,483.22
5733cfb6,0bffd1da,747389,4,614.19
3bc3a4a2,ecfd760d,747684,4,154.25
412afaef,ed2173d2,748472,4,117.81
ffa51ef4,4c57e3a8,749521,4,645.58
24b7a052,1641713a,750024,4,284.45
634ecbff,f8b90b71,750058,4,968.01
d5cc02d2,56412593,750548,4,202.57
1d8cddcf,255d359d,750587,4,933.47
f207171c,088fa04b,751648,4,331.87
8a951a6d,eb9c07a4,751997,4,909.56
0f245b74,b9ed5873,752328,4,478.96
e40a1a4f,e5c81574,752533,4,478.45
3554bdd3,78754221,752559,4,233.05
24aa03bd,3153183e,753466,4,788.82
fa1f8b9b,d86bd618,754603,4,941.68
ba305a4f,74cda7c6,755414,4,226.66
96bb9bc9,208d7af9,756650,4,565.75
e44df907,293e2626,758797,4,714.83
cd98e5de,bfc9e0f8,760186,4,558.2
33a8ff5b,d027c7bf,760261,4,114.25
782ba7b8,67a5d130,762262,4,173.77
dea3aac4,2e1d9854,763653,4,373.77
1c663c29,e6236f9c,765071,4,669.32
007749eb,b80248d9,766209,4,744.07
35bb7252,8911e130,766625,4,873.1
3933571f,7edbdc5a,773132,4,564.97
fab1341e,80b50abc,773190,4,619.34
569a4f8b,762c1b26,773537,4,746.39
d79ac97b,a07f9618,774375,4,194.21
b5aefde1,0574a278,775237,4,399.72
ce5d561b,cef6c991,776992,4,148.95
090f42e3,2b83f6c1,777004,4,601.78
04a2cf64,8ed84c70,778843,4,198.24
cdf3b8f1,d7fb69f9,779093,4,918.97
6e3d880b,e2140b24,779538,4,541.25
165c5857,52b952e3,780841,4,618.21
0533045e,71a35633,781485,4,551.7
ce6e768e,f975f116,781600,4,995.89
256018eb,e2ab1244,784059,4,627.81
dd163631,a5746f44,785025,4,292.18
284f42e5,3f058b2a,786506,4,464.75
dd2ebcf1,13e87113,786816,4,980.84
67ebc1ed,18bdcad8,787867,4,427.95
c28e92c3,8dda866b,788904,4,771.75
398299c5,f0730888,788938,4,852.98
a15c8ba9,cce03382,789398,4,352.88
705963d2,3381b65f,789468,4,376.69
6ab15caf,7cdb3084,790167,4,731.74
492ca2ae,d0942305,792905,4,571.66
72cdb5f3,c87600a6,793005,4,107.82
0918b0ff,abc48f12,793462,4,886.0
eb7e6415,b22fafee,794113,4,2995.02
653ddda4,9cbb29ab,794353,4,771.36
d8ee9c28,f50e559a,795335,4,791.3
1090fca1,200cead7,797588,4,225.49
fdd005a2,da745350,797826,4,583.52
25d73e0c,1a30f504,799066,4,606.0
aa450205,bf768e28,799425,4,594.37
f23f7872,3abf4be6,799516,4,960.84
56e9fc25,1070ef37,800565,4,373.05
bf5701f7,12cf94c2,800625,4,660.77
2726f459,b7c35098,800856,4,257.85
05678440,dfe80718,802746,4,591.23
28b8b164,aef98ca2,803149,4,852.32
fcbdc6bb,5a4fb0bc,804918,4,101.61
504055c4,5b6d322a,805348,4,301.02
24aa03bd,efb12dc0,809678,4,296.25
cdb4b23f,e1c32180,809891,4,828.03
c0323d9c,a41407f5,810045,4,279.61
35d9e14d,ea20f3ea,810250,4,175.54
4dccb31e,8d41d6dc,810275,4,764.05
a3f8dba6,3a6b2a3c,811680,4,298.61
cc23dc3d,afbbf23d,812617,4,339.18
837aefcc,5cc91626,814606,4,165.82
4f7ee796,811b0687,815348,4,988.42
1a1c5d10,e7e86f30,816282,4,297.77
870914f8,d61a3f38,816840,4,205.0
cd00a8cc,361f6dc8,817900,4,997.41
89036d31,2a348960,818148,4,800.69
5f947cda,fdbb1adc,818831,4,705.45
a8aae193,ee1e9694,819275,4,701.94
a31bad23,b5b6f6cb,821129,4,442.4
751ff144,1b84a554,821484,4,101.6
8800a565,65258b7f,822353,4,849.37
